Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
RLMD,Relmada Therapeutics Inc,Healthcare,247.0%,0,N/A,N/A,$0.00,$74.35,0,N/A,,$38.68,1.81
RLYB,Rallybio Corp,N/A,814.0%,0,N/A,N/A,$0.00,$307.26,0,N/A,,$15.89,4.15
RM,Regional Management Corp,Financial Services,"2,972.0%",0.03993128831,N/A,N/A,$1.19,$286.60,0,N/A,,$40.65,24.1
RMAX,RE/MAX Holdings Inc,Real Estate,"1,785.0%",0.05059085036,0.0%,2.8%,$0.90,$323.51,81,419.4%,,$26.99,16.41
RMBL,RumbleON Inc,Consumer Cyclical,"1,089.0%",0,N/A,N/A,$0.00,$178.65,0,N/A,,$27.99,5.45
RMBS,Rambus Inc.,Technology,"5,927.0%",0,N/A,N/A,$0.00,"$6,448.58",117,0.0%,,$68.54,20
RMNI,Rimini Street Inc.,Technology,441.0%,0,N/A,N/A,$0.00,$392.11,0,N/A,,$7.25,3.46
RMR,RMR Group Inc (The),Real Estate,"2,340.0%",0.06604436355,0.0%,2.7%,$1.55,$365.50,0,N/A,0.7,$30.55,20.79
RNA,Avidity Biosciences Inc,N/A,"1,140.0%",0,N/A,N/A,$0.00,$807.34,0,N/A,,$25.74,9.83
RNST,Renasant Corp.,Financial Services,"2,725.0%",0.0317717243,0.0%,1.9%,$0.87,"$1,528.53",9,27.3%,0.9,$40.61,23.12
ROAD,Construction Partners Inc,Industrials,"3,240.0%",0,N/A,N/A,$0.00,"$1,340.28",0,N/A,,$34.44,18.89
ROCC,Ranger Oil Corp,N/A,"3,747.0%",0,N/A,N/A,$0.30,$0.00,0,2.2%,,NaN,NaN
ROCK,Gibraltar Industries Inc.,Industrials,"5,810.0%",0,N/A,N/A,$0.00,"$1,766.87",20,0.0%,,$60.54,36.58
ROG,Rogers Corp.,Technology,"15,721.0%",0,N/A,N/A,$0.00,"$2,925.46",30,0.0%,,$271.12,98.45
ROIC,Retail Opportunity Investments Corp,Real Estate,"1,294.0%",0.04523153283,N/A,N/A,$0.59,"$1,630.76",34,161.9%,0.9,$17.81,11.7
ROOT,Root Inc,N/A,"1,098.0%",0,N/A,N/A,$0.00,$102.11,0,N/A,,$26.10,3.31
ROVR,Rover Group Inc,N/A,489.0%,0,N/A,N/A,$0.00,$900.84,0,N/A,,$5.26,3.14
RPAY,Repay Holdings Corporation,Technology,736.0%,0,N/A,N/A,$0.00,$682.61,0,N/A,,$14.61,4.37
RPD,Rapid7 Inc,Technology,"4,258.0%",0,N/A,N/A,$0.00,"$2,569.79",N/A,0.0%,,$74.88,26.49
RPT,RPT Realty,Real Estate,948.0%,0.05907172996,N/A,N/A,$0.53,$821.78,11,62.9%,,$10.93,6.99
RRBI,Red River Bancshares Inc,Financial Services,"5,336.0%",0.005603550069,N/A,N/A,$0.30,$383.50,0,N/A,0.8,$60.21,43.37
RRR,Red Rock Resorts Inc,Consumer Cyclical,"4,432.0%",0.02217270974,N/A,N/A,$0.98,"$2,579.49",13,50.4%,1.1,$50.15,29.45
RSI,Rush Street Interactive Inc,N/A,301.0%,0,N/A,N/A,$0.00,$202.68,0,N/A,,$6.52,2.77
RSVR,Reservoir Media Inc,N/A,605.0%,0,N/A,N/A,$0.00,$390.46,0,N/A,,$7.91,4.42
RTL,Necessity Retail REIT Inc (The),NaN,625.0%,0.136,N/A,N/A,$0.79,$838.69,0,N/A,1.0,$7.25,4.45
RUSHA,Rush Enterprises Inc,Consumer Cyclical,"5,951.0%",0.013987975,10.5%,11.8%,$0.83,"$3,313.25",9,12.1%,0.8,$61.46,42.03
RUSHB,Rush Enterprises Inc,Consumer Cyclical,"6,626.0%",0.01257107142,10.5%,11.8%,$0.83,"$3,313.25",0,N/A,0.9,$68.20,46.17
RVLV,Revolve Group Inc,Consumer Cyclical,"1,542.0%",0,N/A,N/A,$0.00,$629.18,13,0.0%,,$32.59,14.95
RVMD,Revolution Medicines Inc,Healthcare,"2,552.0%",0,N/A,N/A,$0.00,"$2,713.11",0,N/A,,$31.37,17.01
RVNC,Revance Therapeutics Inc,Healthcare,"2,674.0%",0,N/A,N/A,$0.00,"$2,246.16",0,N/A,,$37.98,13.51
RWT,Redwood Trust Inc.,Real Estate,611.0%,0.1325944612,-30.4%,-11.8%,$0.81,$696.72,N/A,N/A,,$8.20,5.02
RXDX,Prometheus Biosciences Inc,N/A,"19,992.0%",0,N/A,N/A,$0.00,$0.00,0,N/A,,NaN,NaN
RXRX,Recursion Pharmaceuticals Inc,N/A,736.0%,0,N/A,N/A,$0.00,"$1,358.97",0,N/A,,$14.18,4.54
RXST,RxSight Inc,N/A,"2,602.0%",0,N/A,N/A,$0.00,$884.21,0,N/A,,$27.53,9.78
RXT,Rackspace Technology Inc,N/A,191.0%,0,N/A,N/A,$0.00,$410.80,0,N/A,,$7.61,1.05
RYAM,Rayonier Advanced Materials Inc,Basic Materials,415.0%,0,N/A,N/A,$0.00,$270.24,23,0.0%,,$9.84,2.44
RYI,Ryerson Holding Corp.,Industrials,"3,876.0%",0.01690822074,N/A,N/A,$0.66,"$1,386.38",5,9.0%,,$41.49,18.31
SABR,Sabre Corp,Technology,309.0%,0,N/A,N/A,$0.00,"$1,026.05",N/A,0.0%,,$8.31,2.99
SAFE,Safehold Inc.,Real Estate,"2,232.0%",0.03181003584,0.0%,3.4%,$0.27,"$1,427.17",N/A,N/A,,$30.29,6.46
SAFT,"Safety Insurance Group, Inc.",Financial Services,"7,070.0%",0.04959196313,0.0%,2.4%,$3.51,"$1,050.99",40,197.0%,0.5,$94.35,66.06
SAGE,Sage Therapeutics Inc,Healthcare,"4,976.0%",0,N/A,N/A,$0.00,"$2,973.76",N/A,0.0%,,$59.99,31.42
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,"4,693.0%",0.02324264194,16.0%,37.0%,$1.09,"$1,097.70",28,108.0%,,$61.55,33.4
SAIA,Saia Inc.,Industrials,"31,277.0%",0,N/A,N/A,$0.00,"$8,298.66",23,0.0%,,$330.87,175.48
SAMG,Silvercrest Asset Management Group Inc,Financial Services,"2,013.0%",0.03504051972,5.9%,5.2%,$0.71,$190.70,0,N/A,0.9,$21.30,14.68
SANA,Sana Biotechnology Inc,N/A,571.0%,0,N/A,N/A,$0.00,"$1,093.47",0,N/A,,$9.55,2.99
SANM,Sanmina Corp,Technology,"5,681.0%",0,N/A,N/A,$0.00,"$3,304.57",14,0.0%,,$69.28,39.21
SASR,Sandy Spring Bancorp,Financial Services,"2,300.0%",0.05729836146,0.0%,4.0%,$1.32,"$1,031.22",6,34.2%,0.8,$40.38,19.15
SATS,EchoStar Corp,Technology,"1,702.0%",0,N/A,N/A,$0.00,$614.25,5,0.0%,,$21.06,14.67
SAVA,Cassava Sciences Inc,Healthcare,"2,483.0%",0,N/A,N/A,$0.00,"$1,036.64",0,N/A,,$51.59,13.84
SAVE,Spirit Airlines Inc,Industrials,"1,618.0%",0,N/A,N/A,$0.00,"$1,766.22",N/A,0.0%,,$24.93,14.32
SB,"Safe Bulkers, Inc",Industrials,325.0%,0.06048933493,N/A,N/A,$0.20,$395.33,2,14.5%,,$3.94,2.29
SBCF,Seacoast Banking Corp. Of Florida,Financial Services,"2,099.0%",0.03233811654,N/A,N/A,$0.68,"$1,775.95",18,47.8%,1.1,$35.69,17.66
SBGI,Sinclair Inc,Communication Services,"1,245.0%",0,0.0%,6.8%,$0.00,$0.00,0,N/A,,$16.49,12.27
SBH,Sally Beauty Holdings Inc,Consumer Cyclical,"1,192.0%",0,N/A,N/A,$0.00,"$1,282.05",8,0.0%,,$18.42,10.8
SBOW,SilverBow Resources Inc,Energy,"2,545.0%",0,N/A,N/A,$0.00,$575.60,0,N/A,,$49.91,19.13
SBRA,Sabra Healthcare REIT Inc,Real Estate,"1,143.0%",0.1049868766,0.0%,-7.8%,$1.13,"$2,642.56",N/A,N/A,0.8,$14.74,9.56
SBSI,Southside Bancshares Inc,Financial Services,"2,574.0%",0.05439005439,2.9%,2.5%,$1.35,$796.00,8,40.6%,0.6,$40.20,25.44
SBT,Sterling Bancorp Inc,Financial Services,550.0%,0,N/A,N/A,$0.00,$279.35,0,N/A,,$6.76,4.22
SCHL,Scholastic Corp.,Communication Services,"3,714.0%",0.02154011847,33.3%,5.9%,$0.79,"$1,165.90",19,44.6%,,$47.54,27.78
SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,"3,118.0%",0.02373287076,0.0%,0.0%,$0.74,$849.81,12,29.7%,1.2,$36.77,25.34
SCL,Stepan Co.,Basic Materials,"9,217.0%",0.01584029511,9.0%,10.2%,$1.43,"$2,059.19",17,27.7%,,$115.12,87.11
SCS,"Steelcase, Inc.",Industrials,730.0%,0.05966541883,-31.0%,-5.8%,$0.44,$682.83,20,145.0%,,$11.89,6.04
SCSC,"Scansource, Inc.",Technology,"2,866.0%",0,N/A,N/A,$0.00,$713.63,8,0.0%,,$35.50,25.75
SCU,Sculptor Capital Management Inc,Financial Services,863.0%,0.04567983461,N/A,N/A,$0.39,$255.66,N/A,N/A,,$11.05,7.56
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,"2,236.0%",0.0204619553,11.1%,4.6%,$0.46,$611.22,6,12.7%,,$29.35,19.19
SCWX,SecureWorks Corp,Technology,702.0%,0,N/A,N/A,$0.00,$112.54,N/A,0.0%,,$11.79,5.28
SD,Sandridge Energy Inc,Energy,"1,351.0%",0,N/A,N/A,$0.00,$498.54,0,N/A,,$20.33,11.18
SDGR,Schrodinger Inc,Healthcare,"4,237.0%",0,N/A,N/A,$0.00,"$2,642.43",184,0.0%,,$48.76,15.85
SEAS,SeaWorld Entertainment Inc,Consumer Cyclical,"5,550.0%",0,N/A,N/A,$0.00,"$3,545.72",12,0.0%,,$68.19,40.01
SEAT,Vivid Seats Inc,N/A,749.0%,0,N/A,N/A,$0.00,$581.80,0,N/A,,$9.89,6.29
SEER,Seer Inc,N/A,442.0%,0,N/A,N/A,$0.00,$263.86,0,N/A,,$13.40,3.07
SEM,Select Medical Holdings Corporation,Healthcare,"2,945.0%",0.01685990651,N/A,N/A,$0.50,"$3,743.89",21,35.7%,,$32.16,18.59
SENEA,Seneca Foods Corp.,Consumer Defensive,"3,834.0%",0,N/A,N/A,$0.00,$299.05,9,0.0%,,$68.74,37.85
SENS,Senseonics Holdings Inc,Healthcare,81.7%,0,N/A,N/A,$0.00,$392.01,0,N/A,,$2.44,0.54
SFBS,ServisFirst Bancshares Inc,Financial Services,"4,073.0%",0.02488757664,21.7%,20.5%,$1.01,"$2,210.91",9,21.9%,,$92.70,39.66
SFIX,Stitch Fix Inc,Consumer Cyclical,369.0%,0,N/A,N/A,$0.00,$326.06,N/A,0.0%,,$8.85,2.63
SFL,SFL Corporation Ltd,Industrials,908.0%,0.1057268722,9.1%,-7.3%,$0.91,"$1,258.14",8,76.8%,,$10.45,7.91
SFM,Sprouts Farmers Market Inc,Consumer Defensive,"3,449.0%",0,N/A,N/A,$0.00,"$3,555.92",14,0.0%,,$39.99,24.95
SFNC,Simmons First National Corp.,Financial Services,"1,712.0%",0.04451038585,5.3%,5.9%,$0.76,"$2,179.85",9,41.2%,1.0,$24.48,14.37
SFST,Southern First Bancshares Inc,Financial Services,"2,648.0%",0,N/A,N/A,$0.00,$213.11,0,N/A,,$49.96,20.75
SG,Sweetgreen Inc,Financial Services,"1,088.0%",0,N/A,N/A,$0.00,"$1,068.11",N/A,0.0%,,$21.66,6.1
SGC,Superior Group of Companies Inc..,Consumer Cyclical,961.0%,0.05631049087,0.0%,7.0%,$0.54,$158.55,0,N/A,0.8,$17.82,6.91
SGH,SMART Global Holdings Inc,Technology,"2,580.0%",0,N/A,N/A,$0.00,"$1,266.05",58,0.0%,,$27.32,12.04
SGHT,Sight Sciences Inc,N/A,785.0%,0,N/A,N/A,$0.00,$380.41,0,N/A,,$15.30,5.35
SGMO,Sangamo Therapeutics Inc,Healthcare,119.0%,0,N/A,N/A,$0.00,$204.47,N/A,0.0%,,$6.42,1.07
SGRY,Surgery Partners Inc,Healthcare,"4,046.0%",0,N/A,N/A,$0.00,"$5,117.25",0,N/A,,$44.59,20.46
SHAK,Shake Shack Inc,Consumer Cyclical,"7,395.0%",0,N/A,N/A,$0.00,"$2,914.00",N/A,0.0%,,$76.14,37.79
SHBI,Shore Bancshares Inc.,Financial Services,"1,208.0%",0.03884377573,0.0%,5.9%,$0.47,$240.36,8,29.1%,0.7,$20.26,10.49
SHCR,Sharecare Inc,N/A,170.0%,0,N/A,N/A,$0.00,$607.62,0,N/A,,$2.71,1.31
SHEN,Shenandoah Telecommunications Co.,Communication Services,"1,870.0%",0.004278074771,N/A,N/A,$0.08,$939.62,N/A,N/A,,$25.77,15.56
SHLS,Shoals Technologies Group Inc,N/A,"2,408.0%",0,N/A,N/A,$0.00,"$4,089.28",0,N/A,,$32.43,13.92
SHO,Sunstone Hotel Investors Inc,Real Estate,962.0%,0.0155098627,N/A,N/A,$0.15,"$1,992.32",25,39.4%,,$12.14,8.56
SHOO,Steven Madden Ltd.,Consumer Cyclical,"3,087.0%",0.02683310585,N/A,N/A,$0.83,"$2,346.40",13,35.9%,1.2,$37.16,25.71
SHYF,Shyft Group Inc (The),N/A,"2,137.0%",0.009316876592,N/A,N/A,$0.20,$746.14,18,16.9%,1.3,$33.90,17.49
SIBN,SI-BONE Inc,Healthcare,"2,886.0%",0,N/A,N/A,$0.00,"$1,015.41",0,N/A,,$29.51,11.14
SIG,Signet Jewelers Ltd,Consumer Cyclical,"6,232.0%",0.01326256479,N/A,N/A,$0.83,"$2,829.87",5,9.2%,,$83.17,50.22
SIGA,SIGA Technologies Inc,Healthcare,516.0%,0,N/A,N/A,$0.00,$367.74,11,0.0%,0.9,$23.04,4.36
SIGI,Selective Insurance Group Inc.,Financial Services,"9,623.0%",0.01218142388,7.1%,10.8%,$1.17,"$5,821.22",23,28.3%,0.5,$103.76,65.77
SILK,Silk Road Medical Inc,Healthcare,"3,275.0%",0,N/A,N/A,$0.00,"$1,268.36",0,N/A,,$58.04,28.98
SITC,SITE Centers Corp,Real Estate,"1,237.0%",0.04140591278,N/A,N/A,$0.51,"$2,588.52",16,68.9%,,$14.99,10.11
SITM,SiTime Corp,Technology,"11,480.0%",0,N/A,N/A,$0.00,"$2,491.16","3,992",0.0%,,$209.66,73.1
SJW,SJW Group,Utilities,"6,877.0%",0.02210266104,5.6%,6.3%,$1.47,"$2,161.25",26,55.0%,,$83.07,56.66
SKIL,Skillsoft Corp.,N/A,129.0%,0,N/A,N/A,$0.00,$205.87,0,N/A,,$4.93,1.03
SKIN,Beauty Health Company (The),N/A,777.0%,0,N/A,N/A,$0.00,"$1,030.71",0,N/A,,$16.02,7.27
SKLZ,Skillz Inc,N/A,47.1%,0,N/A,N/A,$0.00,$166.74,0,N/A,,$2.18,0.453
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,"2,048.0%",0.04296875,N/A,N/A,$0.87,"$2,154.11",26,109.1%,,$22.37,12.77
SKWD,Skyward Specialty Insurance Group Inc,N/A,"2,526.0%",0,N/A,N/A,$0.00,$951.24,0,N/A,,$26.05,17.5
SKY,Skyline Champion Corp,Consumer Cyclical,"6,256.0%",0,N/A,N/A,$0.00,"$3,574.26",9,0.0%,,$76.82,44.68
SKYT,SkyWater Technology Inc,N/A,826.0%,0,N/A,N/A,$0.00,$367.34,0,N/A,,$20.95,5.74
SKYW,Skywest Inc.,Industrials,"3,957.0%",0,N/A,N/A,$0.00,"$1,758.27",53,0.0%,,$40.02,14.76
SLAB,Silicon Laboratories Inc,Technology,"14,470.0%",0,N/A,N/A,$0.00,"$4,615.81",56,0.0%,,$194.68,109.44
SLCA,U.S. Silica Holdings Inc,Energy,"1,158.0%",0,N/A,N/A,$0.00,$892.40,7,0.0%,,$15.83,9.47
SLDP,Solid Power Inc,N/A,224.0%,0,N/A,N/A,$0.00,$398.34,0,N/A,,$7.77,1.83
SLGC,SomaLogic Inc,N/A,215.5%,0,N/A,N/A,$0.00,$405.02,0,N/A,,$5.60,1.98
SLP,Simulations Plus Inc.,Healthcare,"4,541.0%",0.005268166225,0.0%,0.0%,$0.24,$908.05,85,46.4%,1.0,$67.20,32.43
SLQT,SelectQuote Inc,N/A,171.0%,0,N/A,N/A,$0.00,$284.98,N/A,0.0%,,$3.24,0.51
SLVM,Sylvamo Corp,N/A,"4,071.0%",0.01499553048,N/A,N/A,$0.61,"$1,732.75",9,14.3%,,$57.06,28.12
SM,SM Energy Co,Energy,"2,909.0%",0.01539278928,N/A,N/A,$0.45,"$3,505.87",3,4.4%,,$48.08,24.53
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,"3,920.0%",0.02114926718,5.0%,10.1%,$0.83,$444.16,0,N/A,0.8,$54.84,29.88
SMBK,SmartFinancial Inc,Financial Services,"2,126.0%",0.01398824814,N/A,N/A,$0.30,$361.51,0,N/A,0.7,$30.17,18.71
SMCI,Super Micro Computer Inc,Technology,"21,606.0%",0,N/A,N/A,$0.00,"$11,343.15",19,0.0%,,$270.18,37.01
SMMF,Summit Financial Group Inc,Financial Services,"2,136.0%",0.03668912297,11.1%,9.0%,$0.78,$313.32,0,N/A,0.7,$29.53,16.74
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,"3,609.0%",0.03069474061,N/A,N/A,$1.11,$782.09,16,51.0%,,$46.87,30.93
SMPL,Simply Good Foods Co,Consumer Defensive,"3,606.0%",0,N/A,N/A,$0.00,"$3,587.97",28,0.0%,,$41.91,29.21
SMR,NuScale Power Corporation,N/A,727.0%,0,N/A,N/A,$0.00,$534.42,0,N/A,,$15.85,7.23
SMRT,SmartRent Inc,Consumer Cyclical,335.0%,0,N/A,N/A,$0.00,$668.19,0,N/A,,$5.92,2.03
SMTC,Semtech Corp.,Technology,"2,412.0%",0,N/A,N/A,$0.00,"$1,542.66",N/A,0.0%,,$65.51,17.82
SNBR,Sleep Number Corp,Consumer Cyclical,"2,241.0%",0,N/A,N/A,$0.00,$497.14,11,0.0%,,$50.61,17.5
SNCE,Science 37 Holdings Inc,N/A,23.8%,0,N/A,N/A,$0.00,$27.84,0,N/A,,$2.91,0.19
SNCY,Sun Country Airlines Holdings Inc,N/A,"1,998.0%",0,N/A,N/A,$0.00,"$1,123.70",21,0.0%,,$23.55,13.25
SNDX,Syndax Pharmaceuticals Inc,Healthcare,"2,092.0%",0,N/A,N/A,$0.00,"$1,439.74",N/A,0.0%,,$29.86,18.05
SNEX,StoneX Group Inc,N/A,"8,422.0%",0,N/A,N/A,$0.00,"$1,747.05",8,0.0%,,$106.35,73.1
SNPO,Snap One Holdings Corp,N/A,967.0%,0,N/A,N/A,$0.00,$737.07,0,N/A,,$13.26,7.02
SOI,Solaris Oilfield Infrastructure Inc,Energy,788.0%,0.05413254469,N/A,N/A,$0.43,$253.13,10,55.1%,,$13.46,7.15
SOND,Sonder Holdings Inc,N/A,54.3%,0,N/A,N/A,$0.00,$119.16,0,N/A,,$2.77,0.2711
SONO,Sonos Inc,Technology,"1,520.0%",0,N/A,N/A,$0.00,"$1,950.50",N/A,0.0%,,$24.56,13.65
SOVO,Sovos Brands Inc,N/A,"1,944.0%",0,N/A,N/A,$0.00,"$1,967.84",0,N/A,,$20.58,12.74
SP,SP Plus Corp,Industrials,"3,676.0%",0,N/A,N/A,$0.00,$721.63,17,0.0%,,$40.13,29.39
SPCE,Virgin Galactic Holdings Inc,Industrials,434.0%,0,N/A,N/A,$0.00,"$1,226.42",N/A,0.0%,,$8.56,2.98
SPFI,South Plains Financial Inc,Financial Services,"2,265.0%",0.02180036807,N/A,N/A,$0.49,$386.49,7,16.5%,0.6,$31.41,18.75
SPHR,Sphere Entertainment Co,N/A,"2,752.0%",0,N/A,N/A,$0.00,$762.08,0,N/A,,$69.97,20.69
SPIR,Spire Global Inc,Technology,46.1%,0,N/A,N/A,$0.00,$67.38,0,N/A,,$1.71,0.35
SPNS,Sapiens International Corp NV,Technology,"2,620.0%",0.01811513954,N/A,N/A,$0.47,"$1,444.67",27,49.9%,1.0,$27.52,15.8
SPNT,SiriusPoint Ltd,N/A,898.0%,0,N/A,N/A,$0.00,"$1,463.33",0,N/A,,$9.98,4.07
SPSC,SPS Commerce Inc.,Technology,"18,279.0%",0,N/A,N/A,$0.00,"$6,677.82",115,0.0%,,$185.99,100.06
SPT,Sprout Social Inc,Technology,"4,428.0%",0,N/A,N/A,$0.00,"$2,127.53",0,N/A,,$74.07,37
SPTN,SpartanNash Co,Consumer Defensive,"2,171.0%",0.03961308153,2.4%,3.6%,$0.83,$754.21,29,115.2%,0.5,$36.45,20.2
SPWH,Sportsman`s Warehouse Holdings Inc,Consumer Cyclical,511.0%,0,N/A,N/A,$0.00,$192.59,0,N/A,,$11.11,4.18
SPWR,Sunpower Corp,Technology,"1,009.0%",0,N/A,N/A,$0.00,"$1,765.37",53,0.0%,,$28.42,9.37
SPXC,SPX Technologies Inc,Industrials,"8,188.0%",0,N/A,N/A,$0.00,"$3,725.69",0,N/A,,$85.61,53.19
SQSP,Squarespace Inc,N/A,"2,890.0%",0,N/A,N/A,$0.00,"$2,522.83",N/A,0.0%,,$34.38,16.86
SR,Spire Inc.,Utilities,"6,271.0%",0.04592568968,5.1%,5.1%,$2.80,"$3,298.36",13,59.7%,,$74.50,59.59
SRCE,1st Source Corp.,Financial Services,"4,188.0%",0.0305635148,3.2%,5.1%,$1.26,"$1,034.25",8,25.2%,0.7,$58.32,38.77
SRDX,"Surmodics, Inc.",Healthcare,"3,000.0%",0,N/A,N/A,$0.00,$423.99,N/A,0.0%,,$39.53,16
SRI,Stoneridge Inc.,Consumer Cyclical,"1,715.0%",0,N/A,N/A,$0.00,$471.85,N/A,0.0%,,$25.87,14.18
SSB,SouthState Corporation,Financial Services,"6,433.0%",0.03049608742,0.0%,6.8%,$1.96,"$4,884.12",9,27.9%,1.0,$89.44,58.56
SSD,"Simpson Manufacturing Co., Inc.",Industrials,"13,223.0%",0.00783322991,4.0%,3.4%,$1.04,"$5,642.28",17,13.6%,,$136.22,74.85
SSP,E.W. Scripps Co.,Communication Services,788.0%,0,N/A,N/A,$0.00,$570.34,5,0.0%,,$16.44,7.32
SSTI,SoundThinking Inc,Technology,"2,207.0%",0,N/A,N/A,$0.00,$270.25,64,0.0%,,$39.46,21.04
SSTK,Shutterstock Inc,Communication Services,"4,709.0%",0.02150939558,N/A,N/A,$1.01,"$1,697.63",21,44.8%,,$80.48,43.99
STAA,Staar Surgical Co.,Healthcare,"5,096.0%",0,N/A,N/A,$0.00,"$2,463.06",77,0.0%,,$112.27,46.36
STAG,STAG Industrial Inc,Real Estate,"3,428.0%",0.04288214702,0.0%,0.3%,$1.44,"$6,149.04",35,147.7%,,$37.08,25.88
STBA,"S & T Bancorp, Inc.",Financial Services,"2,711.0%",0.04499965195,N/A,N/A,$1.22,"$1,056.40",7,32.6%,0.7,$37.50,24.32
STC,Stewart Information Services Corp.,Financial Services,"4,119.0%",0.04299432562,20.0%,8.4%,$1.77,"$1,122.23",12,50.2%,,$53.54,34.8
STEL,Stellar Bancorp Inc,N/A,"2,269.0%",0.02847848809,N/A,N/A,$0.65,"$1,209.43",16,34.9%,0.8,$35.39,20.04
STEM,Stem Inc,N/A,513.0%,0,N/A,N/A,$0.00,$797.86,0,N/A,,$18.02,3.72
STEP,StepStone Group Inc,N/A,"2,305.0%",0.03411109581,N/A,N/A,$0.79,"$1,448.34",0,N/A,1.4,$31.17,19.51
STER,Sterling Check Corp,N/A,"1,212.0%",0,N/A,N/A,$0.00,"$1,173.45",0,N/A,,$23.36,10.58
STGW,Stagwell Inc,N/A,721.0%,0,N/A,N/A,$0.00,$825.53,55,0.0%,,$9.23,4.8
STHO,Star Holdings,N/A,"1,334.0%",0,N/A,N/A,$0.00,$177.68,0,N/A,,$19.58,13.15
STKL,"Sunopta, Inc.",Consumer Defensive,698.0%,0,N/A,N/A,$0.00,$823.06,N/A,0.0%,,$11.67,6.33
STKS,ONE Group Hospitality Inc,Consumer Cyclical,692.0%,0,N/A,N/A,$0.00,$220.62,0,N/A,,$9.40,4.91
STNE,StoneCo Ltd,Technology,"1,355.0%",0,N/A,N/A,$0.00,"$3,610.94",304,0.0%,,$14.60,7.2
STNG,Scorpio Tankers Inc,Energy,"4,406.0%",0.01468216333,150.0%,90.4%,$0.65,"$2,437.91",0,N/A,,$63.63,28.12
STOK,Stoke Therapeutics Inc,Healthcare,"1,111.0%",0,N/A,N/A,$0.00,$490.93,0,N/A,,$22.87,6.88
STR,Sitio Royalties Corp,N/A,"2,456.0%",0.04431092665,N/A,N/A,$1.09,"$1,980.63",0,N/A,,$29.23,18.79
STRA,Strategic Education Inc,Consumer Defensive,"7,000.0%",0.0337778829,0.0%,3.7%,$2.36,"$1,721.40",46,149.6%,0.6,$96.05,58.6
STRC,Sarcos Technology and Robotics Corporation,N/A,37.8%,0,N/A,N/A,$0.00,$58.37,0,N/A,,$4.08,0.33
STRL,Sterling Infrastructure Inc,Industrials,"5,259.0%",0,N/A,N/A,$0.00,"$1,619.23",15,0.0%,,$54.44,20.46
STRO,Sutro Biopharma Inc,Healthcare,511.0%,0,N/A,N/A,$0.00,$308.73,0,N/A,,$8.72,4.01
STRS,Stratus Properties Inc.,Real Estate,"2,687.0%",0,N/A,N/A,$0.00,$213.76,0,N/A,,$38.01,18.51
SUM,Summit Materials Inc,Basic Materials,"3,495.0%",0,N/A,N/A,$0.00,"$4,153.08",15,0.0%,,$34.98,21.62
SUNL,Sunlight Financial Holdings Inc,N/A,33.0%,0,N/A,N/A,$0.00,$28.16,0,N/A,,$4.73,0.25
SUPN,Supernus Pharmaceuticals Inc,Healthcare,"3,263.0%",0,N/A,N/A,$0.00,"$1,777.57",34,0.0%,,$42.09,27.73
SVC,Service Properties Trust,Real Estate,826.0%,0.07110610359,"1,900.0%",-17.7%,$0.59,"$1,366.58",102,722.4%,1.4,$11.07,4.45
SWAV,ShockWave Medical Inc,Healthcare,"29,263.0%",0,N/A,N/A,$0.00,"$10,710.26",45,0.0%,,$320.54,172.5
SWBI,Smith & Wesson Brands Inc,N/A,"1,351.0%",0.02916578119,N/A,N/A,$0.39,$622.58,10,30.1%,,$16.04,8.13
SWI,SolarWinds Corp,Technology,992.0%,0,N/A,N/A,$0.00,"$1,623.88",N/A,0.0%,,$11.61,7.51
SWIM,Latham Group Inc,N/A,321.0%,0,N/A,N/A,$0.00,$368.47,0,N/A,,$8.15,2.12
SWKH,Swk Holdings Corp,Financial Services,"1,650.0%",0,N/A,N/A,$0.00,$211.45,14,0.0%,,$19.99,16.06
SWTX,SpringWorks Therapeutics Inc,Healthcare,"2,610.0%",0,N/A,N/A,$0.00,"$1,631.85",0,N/A,,$39.78,21.04
SWX,Southwest Gas Holdings Inc,Utilities,"6,092.0%",0.04070912672,0.0%,3.6%,$2.44,"$4,345.79",N/A,N/A,,$86.62,53.2
SXC,SunCoke Energy Inc,Basic Materials,783.0%,0.04026858963,N/A,N/A,$0.32,$655.53,7,30.6%,,$10.31,5.56
SXI,Standex International Corp.,Industrials,"13,554.0%",0.008263243323,7.7%,9.2%,$1.10,"$1,613.29",12,9.9%,,$147.40,78.24
SXT,Sensient Technologies Corp.,Basic Materials,"6,956.0%",0.02357676826,0.0%,4.4%,$1.63,"$2,938.52",21,50.0%,,$87.85,62.12
SYBT,Stock Yards Bancorp Inc,Financial Services,"4,450.0%",0.02606741573,3.6%,3.0%,$1.15,"$1,304.87",11,29.5%,0.8,$77.01,41.11
SYNA,Synaptics Inc,Technology,"8,116.0%",0,N/A,N/A,$0.00,"$3,207.76",18,0.0%,,$149.96,67.73
